       sales,               date,region
1746,9/11/2019,east
1668,9/11/2019,west
1797,9/12/2019,north
1545,9/12/2019,south
1701,9/12/2019,east
1578,9/12/2019,west
1626,9/13/2019,north
1512,9/13/2019,south
1788,9/13/2019,east
1671,9/13/2019,west
1728,9/14/2019,north
1653,9/14/2019,south
1644,9/14/2019,east
1734,9/14/2019,west
1746,9/15/2019,north
1524,9/15/2019,south
1611,9/15/2019,east
1626,9/15/2019,west
1668,9/16/2019,north
1734,9/16/2019,south
1797,9/16/2019,east
1725,9/16/2019,west
1656,9/17/2019,north
1530,9/17/2019,south
1695,9/17/2019,east
1656,9/17/2019,west
1797,9/18/2019,north
1515,9/18/2019,south
1638,9/18/2019,east
1797,9/18/2019,west
1800,9/19/2019,north
1560,9/19/2019,south
1506,9/19/2019,east
1581,9/19/2019,west
1515,9/20/2019,north
1527,9/20/2019,south
1758,9/20/2019,east
1638,9/20/2019,west
1605,9/21/2019,north
1716,9/21/2019,south
1569,9/21/2019,east
1674,9/21/2019,west
1632,9/22/2019,north
1734,9/22/2019,south
1530,9/22/2019,east
1689,9/22/2019,west
1641,9/23/2019,north
1779,9/23/2019,south
1659,9/23/2019,east
1797,9/23/2019,west
1767,9/24/2019,north
1755,9/24/2019,south
1602,9/24/2019,east
1524,9/24/2019,west
1794,9/25/2019,north
1626,9/25/2019,south
1617,9/25/2019,east
1773,9/25/2019,west
1719,9/26/2019,north
1509,9/26/2019,south
1686,9/26/2019,east
1668,9/26/2019,west
1731,9/27/2019,north
1590,9/27/2019,south
1728,9/27/2019,east
1722,9/27/2019,west
1548,9/28/2019,north
1599,9/28/2019,south
1605,9/28/2019,east
1671,9/28/2019,west
1512,9/29/2019,north
1650,9/29/2019,south
1614,9/29/2019,east
1674,9/29/2019,west
1638,9/30/2019,north
1731,9/30/2019,south
1716,9/30/2019,east
1566,9/30/2019,west
1707,10/1/2019,north
1554,10/1/2019,south
1632,10/1/2019,east
1584,10/1/2019,west
1653,10/2/2019,north
1770,10/2/2019,south
1758,10/2/2019,east
1569,10/2/2019,west
1797,10/3/2019,north
1551,10/3/2019,south
1677,10/3/2019,east
1599,10/3/2019,west
1512,10/4/2019,north
1635,10/4/2019,south
1749,10/4/2019,east
1689,10/4/2019,west
1614,10/5/2019,north
1527,10/5/2019,south
1521,10/5/2019,east
1725,10/5/2019,west
1587,10/6/2019,north
1701,10/6/2019,south
1566,10/6/2019,east
1752,10/6/2019,west
1668,10/7/2019,north
1686,10/7/2019,south
1611,10/7/2019,east
1569,10/7/2019,west
1599,10/8/2019,north
1539,10/8/2019,south
1611,10/8/2019,east
1605,10/8/2019,west
1680,10/9/2019,north
1704,10/9/2019,south
1689,10/9/2019,east
1644,10/9/2019,west
1701,10/10/2019,north
1560,10/10/2019,south
1791,10/10/2019,east
1698,10/10/2019,west
1539,10/11/2019,north
1542,10/11/2019,south
1704,10/11/2019,east
1728,10/11/2019,west
1590,10/12/2019,north
1743,10/12/2019,south
1569,10/12/2019,east
1722,10/12/2019,west
1545,10/13/2019,north
1533,10/13/2019,south
1674,10/13/2019,east
1704,10/13/2019,west
1524,10/14/2019,north
1578,10/14/2019,south
1692,10/14/2019,east
1635,10/14/2019,west
1782,10/15/2019,north
1587,10/15/2019,south
1638,10/15/2019,east
1752,10/15/2019,west
1542,10/16/2019,north
1608,10/16/2019,south
1683,10/16/2019,east
1596,10/16/2019,west
1527,10/17/2019,north
1737,10/17/2019,south
1671,10/17/2019,east
1662,10/17/2019,west
1518,10/18/2019,north
1746,10/18/2019,south
1590,10/18/2019,east
1710,10/18/2019,west
1647,10/19/2019,north
1737,10/19/2019,south
1761,10/19/2019,east
1587,10/19/2019,west
1701,10/20/2019,north
1524,10/20/2019,south
1677,10/20/2019,east
1725,10/20/2019,west
1653,10/21/2019,north
1686,10/21/2019,south
1698,10/21/2019,east
1560,10/21/2019,west
1515,10/22/2019,north
1734,10/22/2019,south
1551,10/22/2019,east
1713,10/22/2019,west
1758,10/23/2019,north
1644,10/23/2019,south
1758,10/23/2019,east
1641,10/23/2019,west
1617,10/24/2019,north
1611,10/24/2019,south
1788,10/24/2019,east
1602,10/24/2019,west
1638,10/25/2019,north
1620,10/25/2019,south
1665,10/25/2019,east
1500,10/25/2019,west
1671,10/26/2019,north
1566,10/26/2019,south
1740,10/26/2019,east
1599,10/26/2019,west
1710,10/27/2019,north
1668,10/27/2019,south
1740,10/27/2019,east
1698,10/27/2019,west
1503,10/28/2019,north
1689,10/28/2019,south
1626,10/28/2019,east
1674,10/28/2019,west
1542,10/29/2019,north
1692,10/29/2019,south
1719,10/29/2019,east
1512,10/29/2019,west
1731,10/30/2019,north
1644,10/30/2019,south
1746,10/30/2019,east
1689,10/30/2019,west
1800,10/31/2019,north
1527,10/31/2019,south
1533,10/31/2019,east
1800,10/31/2019,west
1644,11/1/2019,north
1500,11/1/2019,south
1800,11/1/2019,east
1767,11/1/2019,west
1791,11/2/2019,north
1776,11/2/2019,south
1596,11/2/2019,east
1734,11/2/2019,west
1542,11/3/2019,north
1608,11/3/2019,south
1617,11/3/2019,east
1623,11/3/2019,west
1674,11/4/2019,north
1782,11/4/2019,south
1680,11/4/2019,east
1512,11/4/2019,west
1500,11/5/2019,north
1668,11/5/2019,south
1758,11/5/2019,east
1533,11/5/2019,west
1785,11/6/2019,north
1533,11/6/2019,south
1659,11/6/2019,east
1506,11/6/2019,west
1656,11/7/2019,north
1728,11/7/2019,south
1728,11/7/2019,east
1713,11/7/2019,west
1797,11/8/2019,north
1686,11/8/2019,south
1584,11/8/2019,east
1713,11/8/2019,west
1665,11/9/2019,north
1557,11/9/2019,south
1656,11/9/2019,east
1767,11/9/2019,west
1515,11/10/2019,north
1761,11/10/2019,south
1767,11/10/2019,east
1641,11/10/2019,west
1584,11/11/2019,north
1545,11/11/2019,south
1695,11/11/2019,east
1761,11/11/2019,west
1701,11/12/2019,north
1767,11/12/2019,south
1632,11/12/2019,east
1704,11/12/2019,west
1599,11/13/2019,north
1509,11/13/2019,south
1728,11/13/2019,east
1683,11/13/2019,west
1740,11/14/2019,north
1626,11/14/2019,south
1572,11/14/2019,east
1716,11/14/2019,west
1641,11/15/2019,north
1560,11/15/2019,south
1614,11/15/2019,east
1605,11/15/2019,west
1503,11/16/2019,north
1638,11/16/2019,south
1662,11/16/2019,east
1653,11/16/2019,west
1734,11/17/2019,north
1599,11/17/2019,south
1515,11/17/2019,east
1608,11/17/2019,west
1566,11/18/2019,north
1734,11/18/2019,south
1719,11/18/2019,east
1773,11/18/2019,west
1791,11/19/2019,north
1779,11/19/2019,south
1641,11/19/2019,east
1617,11/19/2019,west
1533,11/20/2019,north
1527,11/20/2019,south
1512,11/20/2019,east
1515,11/20/2019,west
1734,11/21/2019,north
1668,11/21/2019,south
1665,11/21/2019,east
1644,11/21/2019,west
1767,11/22/2019,north
1647,11/22/2019,south
1665,11/22/2019,east
1776,11/22/2019,west
1665,11/23/2019,north
1632,11/23/2019,south
1521,11/23/2019,east
1659,11/23/2019,west
1623,11/24/2019,north
1698,11/24/2019,south
1596,11/24/2019,east
1674,11/24/2019,west
1749,11/25/2019,north
1536,11/25/2019,south
1734,11/25/2019,east
1716,11/25/2019,west
1599,11/26/2019,north
1500,11/26/2019,south
1518,11/26/2019,east
1584,11/26/2019,west
1551,11/27/2019,north
1701,11/27/2019,south
1689,11/27/2019,east
1746,11/27/2019,west
1725,11/28/2019,north
1776,11/28/2019,south
1707,11/28/2019,east
1794,11/28/2019,west
1641,11/29/2019,north
1653,11/29/2019,south
1716,11/29/2019,east
1776,11/29/2019,west
1797,11/30/2019,north
1782,11/30/2019,south
1653,11/30/2019,east
1596,11/30/2019,west
1704,12/1/2019,north
1626,12/1/2019,south
1617,12/1/2019,east
1680,12/1/2019,west
1608,12/2/2019,north
1713,12/2/2019,south
1632,12/2/2019,east
1680,12/2/2019,west
1791,12/3/2019,north
1761,12/3/2019,south
1749,12/3/2019,east
1626,12/3/2019,west
1773,12/4/2019,north
1623,12/4/2019,south
1662,12/4/2019,east
1731,12/4/2019,west
1755,12/5/2019,north
1602,12/5/2019,south
1740,12/5/2019,east
1605,12/5/2019,west
1680,12/6/2019,north
1572,12/6/2019,south
1542,12/6/2019,east
1779,12/6/2019,west
1671,12/7/2019,north
1722,12/7/2019,south
1728,12/7/2019,east
1659,12/7/2019,west
1770,12/8/2019,north
1632,12/8/2019,south
1536,12/8/2019,east
1734,12/8/2019,west
1584,12/9/2019,north
1713,12/9/2019,south
1728,12/9/2019,east
1725,12/9/2019,west
1506,12/10/2019,north
1503,12/10/2019,south
1521,12/10/2019,east
1713,12/10/2019,west
1635,12/11/2019,north
1506,12/11/2019,south
1542,12/11/2019,east
1551,12/11/2019,west
1623,12/12/2019,north
1719,12/12/2019,south
1563,12/12/2019,east
1791,12/12/2019,west
1800,12/13/2019,north
1800,12/13/2019,south
1740,12/13/2019,east
1755,12/13/2019,west
1716,12/14/2019,north
1632,12/14/2019,south
1599,12/14/2019,east
1632,12/14/2019,west
1725,12/15/2019,north
1743,12/15/2019,south
1587,12/15/2019,east
1608,12/15/2019,west
1662,12/16/2019,north
1791,12/16/2019,south
1773,12/16/2019,east
1650,12/16/2019,west
1518,12/17/2019,north
1749,12/17/2019,south
1689,12/17/2019,east
1533,12/17/2019,west
1533,12/18/2019,north
1641,12/18/2019,south
1590,12/18/2019,east
1740,12/18/2019,west
1665,12/19/2019,north
1773,12/19/2019,south
1503,12/19/2019,east
1542,12/19/2019,west
1788,12/20/2019,north
1773,12/20/2019,south
1788,12/20/2019,east
1785,12/20/2019,west
1605,12/21/2019,north
1701,12/21/2019,south
1626,12/21/2019,east
1623,12/21/2019,west
1671,12/22/2019,north
1629,12/22/2019,south
1725,12/22/2019,east
1557,12/22/2019,west
1671,12/23/2019,north
1662,12/23/2019,south
1674,12/23/2019,east
1671,12/23/2019,west
1620,12/24/2019,north
1716,12/24/2019,south
1674,12/24/2019,east
1686,12/24/2019,west
1752,12/25/2019,north
1725,12/25/2019,south
1545,12/25/2019,east
1506,12/25/2019,west
1539,12/26/2019,north
1716,12/26/2019,south
1500,12/26/2019,east
1794,12/26/2019,west
1716,12/27/2019,north
1665,12/27/2019,south
1557,12/27/2019,east
1620,12/27/2019,west
1779,12/28/2019,north
1779,12/28/2019,south
1752,12/28/2019,east
1773,12/28/2019,west
1800,12/29/2019,north
1773,12/29/2019,south
1767,12/29/2019,east
1683,12/29/2019,west
1542,12/30/2019,north
1728,12/30/2019,south
1569,12/30/2019,east
1659,12/30/2019,west
1581,12/31/2019,north
1713,12/31/2019,south
1533,12/31/2019,east
1692,12/31/2019,west
1506,1/1/2020,north
1659,1/1/2020,south
1719,1/1/2020,east
1704,1/1/2020,west
1767,1/2/2020,north
1542,1/2/2020,south
1542,1/2/2020,east
1629,1/2/2020,west
1659,1/3/2020,north
1539,1/3/2020,south
1734,1/3/2020,east
1761,1/3/2020,west
1560,1/4/2020,north
1767,1/4/2020,south
1791,1/4/2020,east
1632,1/4/2020,west
1716,1/5/2020,north
1536,1/5/2020,south
1662,1/5/2020,east
1680,1/5/2020,west
1689,1/6/2020,north
1779,1/6/2020,south
1512,1/6/2020,east
1578,1/6/2020,west
1560,1/7/2020,north
1581,1/7/2020,south
1677,1/7/2020,east
1599,1/7/2020,west
1713,1/8/2020,north
1800,1/8/2020,south
1767,1/8/2020,east
1752,1/8/2020,west
1509,1/9/2020,north
1539,1/9/2020,south
1671,1/9/2020,east
1668,1/9/2020,west
1692,1/10/2020,north
1584,1/10/2020,south
1710,1/10/2020,east
1686,1/10/2020,west
1617,1/11/2020,north
1665,1/11/2020,south
1722,1/11/2020,east
1551,1/11/2020,west
1620,1/12/2020,north
1791,1/12/2020,south
1662,1/12/2020,east
1656,1/12/2020,west
1644,1/13/2020,north
1659,1/13/2020,south
1740,1/13/2020,east
1668,1/13/2020,west
1566,1/14/2020,north
1575,1/14/2020,south
1566,1/14/2020,east
1578,1/14/2020,west
1737,1/15/2020,north
1596,1/15/2020,south
1776,1/15/2020,east
1638,1/15/2020,west
1749,1/16/2020,north
1752,1/16/2020,south
1635,1/16/2020,east
1581,1/16/2020,west
1521,1/17/2020,north
1536,1/17/2020,south
1665,1/17/2020,east
1782,1/17/2020,west
1650,1/18/2020,north
1749,1/18/2020,south
1797,1/18/2020,east
1650,1/18/2020,west
1608,1/19/2020,north
1608,1/19/2020,south
1575,1/19/2020,east
1590,1/19/2020,west
1665,1/20/2020,north
1596,1/20/2020,south
1581,1/20/2020,east
1695,1/20/2020,west
1647,1/21/2020,north
1776,1/21/2020,south
1719,1/21/2020,east
1578,1/21/2020,west
1503,1/22/2020,north
1569,1/22/2020,south
1731,1/22/2020,east
1551,1/22/2020,west
1626,1/23/2020,north
1518,1/23/2020,south
1575,1/23/2020,east
1611,1/23/2020,west
1629,1/24/2020,north
1704,1/24/2020,south
1656,1/24/2020,east
1554,1/24/2020,west
1575,1/25/2020,north
1638,1/25/2020,south
1635,1/25/2020,east
1548,1/25/2020,west
1710,1/26/2020,north
1584,1/26/2020,south
1716,1/26/2020,east
1602,1/26/2020,west
1569,1/27/2020,north
1506,1/27/2020,south
1671,1/27/2020,east
1584,1/27/2020,west
1689,1/28/2020,north
1773,1/28/2020,south
1647,1/28/2020,east
1503,1/28/2020,west
1593,1/29/2020,north
1506,1/29/2020,south
1740,1/29/2020,east
1572,1/29/2020,west
1620,1/30/2020,north
1542,1/30/2020,south
1593,1/30/2020,east
1500,1/30/2020,west
1635,1/31/2020,north
1656,1/31/2020,south
1779,1/31/2020,east
1605,1/31/2020,west
1602,2/1/2020,north
1794,2/1/2020,south
1677,2/1/2020,east
1521,2/1/2020,west
1707,2/2/2020,north
1665,2/2/2020,south
1713,2/2/2020,east
1659,2/2/2020,west
1548,2/3/2020,north
1647,2/3/2020,south
1764,2/3/2020,east
1662,2/3/2020,west
1563,2/4/2020,north
1755,2/4/2020,south
1659,2/4/2020,east
1575,2/4/2020,west
1716,2/5/2020,north
1506,2/5/2020,south
1734,2/5/2020,east
1704,2/5/2020,west
1512,2/6/2020,north
1572,2/6/2020,south
1782,2/6/2020,east
1554,2/6/2020,west
1782,2/7/2020,north
1701,2/7/2020,south
1698,2/7/2020,east
1671,2/7/2020,west
1584,2/8/2020,north
1602,2/8/2020,south
1755,2/8/2020,east
1614,2/8/2020,west
1743,2/9/2020,north
1788,2/9/2020,south
1644,2/9/2020,east
1728,2/9/2020,west
1599,2/10/2020,north
1689,2/10/2020,south
1776,2/10/2020,east
1569,2/10/2020,west
1791,2/11/2020,north
1638,2/11/2020,south
1716,2/11/2020,east
1788,2/11/2020,west
1758,2/12/2020,north
1752,2/12/2020,south
1599,2/12/2020,east
1533,2/12/2020,west
1548,2/13/2020,north
1800,2/13/2020,south
1659,2/13/2020,east
1617,2/13/2020,west
1746,2/14/2020,north
1644,2/14/2020,south
1698,2/14/2020,east
1533,2/14/2020,west
1704,2/15/2020,north
1524,2/15/2020,south
1545,2/15/2020,east
1731,2/15/2020,west
1665,2/16/2020,north
1791,2/16/2020,south
1605,2/16/2020,east
1743,2/16/2020,west
1677,2/17/2020,north
1590,2/17/2020,south
1722,2/17/2020,east
1743,2/17/2020,west
1668,2/18/2020,north
1620,2/18/2020,south
1704,2/18/2020,east
1683,2/18/2020,west
1551,2/19/2020,north
1650,2/19/2020,south
1689,2/19/2020,east
1638,2/19/2020,west
1518,2/20/2020,north
1593,2/20/2020,south
1632,2/20/2020,east
1602,2/20/2020,west
1761,2/21/2020,north
1755,2/21/2020,south
1581,2/21/2020,east
1794,2/21/2020,west
1545,2/22/2020,north
1689,2/22/2020,south
1632,2/22/2020,east
1668,2/22/2020,west
1638,2/23/2020,north
1602,2/23/2020,south
1686,2/23/2020,east
1776,2/23/2020,west
1593,2/24/2020,north
1734,2/24/2020,south
1608,2/24/2020,east
1617,2/24/2020,west
1656,2/25/2020,north
1722,2/25/2020,south
1566,2/25/2020,east
1548,2/25/2020,west
1545,2/26/2020,north
1521,2/26/2020,south
1728,2/26/2020,east
1668,2/26/2020,west
1698,2/27/2020,north
1599,2/27/2020,south
1581,2/27/2020,east
1527,2/27/2020,west
1509,2/28/2020,north
1686,2/28/2020,south
1590,2/28/2020,east
1689,2/28/2020,west
1671,2/29/2020,north
1728,2/29/2020,south
1524,2/29/2020,east
1656,2/29/2020,west
1593,3/1/2020,north
1626,3/1/2020,south
1626,3/1/2020,east
1692,3/1/2020,west
1509,3/2/2020,north
1788,3/2/2020,south
1572,3/2/2020,east
1569,3/2/2020,west
1632,3/3/2020,north
1548,3/3/2020,south
1623,3/3/2020,east
1506,3/3/2020,west
1773,3/4/2020,north
1677,3/4/2020,south
1638,3/4/2020,east
1569,3/4/2020,west
1794,3/5/2020,north
1764,3/5/2020,south
1530,3/5/2020,east
1770,3/5/2020,west
1623,3/6/2020,north
1734,3/6/2020,south
1698,3/6/2020,east
1503,3/6/2020,west
1641,3/7/2020,north
1581,3/7/2020,south
1797,3/7/2020,east
1674,3/7/2020,west
1701,3/8/2020,north
1590,3/8/2020,south
1599,3/8/2020,east
1791,3/8/2020,west
1719,3/9/2020,north
1776,3/9/2020,south
1542,3/9/2020,east
1740,3/9/2020,west
1644,3/10/2020,north
1653,3/10/2020,south
1797,3/10/2020,east
1740,3/10/2020,west
1605,3/11/2020,north
1584,3/11/2020,south
1662,3/11/2020,east
1572,3/11/2020,west
1635,3/12/2020,north
1548,3/12/2020,south
1680,3/12/2020,east
1767,3/12/2020,west
1554,3/13/2020,north
1686,3/13/2020,south
1749,3/13/2020,east
1554,3/13/2020,west
1662,3/14/2020,north
1557,3/14/2020,south
1755,3/14/2020,east
1758,3/14/2020,west
1500,3/15/2020,north
1665,3/15/2020,south
1761,3/15/2020,east
1626,3/15/2020,west
1650,3/16/2020,north
1722,3/16/2020,south
1641,3/16/2020,east
1611,3/16/2020,west
1701,3/17/2020,north
1701,3/17/2020,south
1794,3/17/2020,east
1509,3/17/2020,west
1566,3/18/2020,north
1716,3/18/2020,south
1701,3/18/2020,east
1605,3/18/2020,west
1581,3/19/2020,north
1797,3/19/2020,south
1725,3/19/2020,east
1554,3/19/2020,west
1665,3/20/2020,north
1641,3/20/2020,south
1677,3/20/2020,east
1707,3/20/2020,west
1575,3/21/2020,north
1674,3/21/2020,south
1707,3/21/2020,east
1710,3/21/2020,west
1644,3/22/2020,north
1668,3/22/2020,south
1674,3/22/2020,east
1737,3/22/2020,west
1767,3/23/2020,north
1620,3/23/2020,south
1593,3/23/2020,east
1542,3/23/2020,west
1548,3/24/2020,north
1662,3/24/2020,south
1740,3/24/2020,east
1572,3/24/2020,west
1779,3/25/2020,north
1770,3/25/2020,south
1623,3/25/2020,east
1575,3/25/2020,west
1785,3/26/2020,north
1671,3/26/2020,south
1749,3/26/2020,east
1791,3/26/2020,west
1713,3/27/2020,north
1623,3/27/2020,south
1605,3/27/2020,east
1566,3/27/2020,west
1569,3/28/2020,north
1605,3/28/2020,south
1728,3/28/2020,east
1665,3/28/2020,west
1782,3/29/2020,north
1800,3/29/2020,south
1518,3/29/2020,east
1800,3/29/2020,west
1515,3/30/2020,north
1764,3/30/2020,south
1632,3/30/2020,east
1608,3/30/2020,west
1794,3/31/2020,north
1635,3/31/2020,south
1572,3/31/2020,east
1629,3/31/2020,west
1557,4/1/2020,north
1536,4/1/2020,south
1587,4/1/2020,east
1728,4/1/2020,west
1779,4/2/2020,north
1773,4/2/2020,south
1794,4/2/2020,east
1503,4/2/2020,west
1767,4/3/2020,north
1743,4/3/2020,south
1560,4/3/2020,east
1746,4/3/2020,west
1731,4/4/2020,north
1692,4/4/2020,south
1722,4/4/2020,east
1563,4/4/2020,west
1797,4/5/2020,north
1755,4/5/2020,south
1611,4/5/2020,east
1635,4/5/2020,west
1752,4/6/2020,north
1749,4/6/2020,south
1782,4/6/2020,east
1521,4/6/2020,west
1752,4/7/2020,north
1686,4/7/2020,south
1500,4/7/2020,east
1785,4/7/2020,west
1611,4/8/2020,north
1794,4/8/2020,south
1734,4/8/2020,east
1659,4/8/2020,west
1650,4/9/2020,north
1587,4/9/2020,south
1629,4/9/2020,east
1506,4/9/2020,west
1794,4/10/2020,north
1551,4/10/2020,south
1503,4/10/2020,east
1776,4/10/2020,west
1659,4/11/2020,north
1590,4/11/2020,south
1515,4/11/2020,east
1506,4/11/2020,west
1722,4/12/2020,north
1512,4/12/2020,south
1773,4/12/2020,east
1635,4/12/2020,west
1548,4/13/2020,north
1692,4/13/2020,south
1698,4/13/2020,east
1755,4/13/2020,west
1521,4/14/2020,north
1593,4/14/2020,south
1644,4/14/2020,east
1587,4/14/2020,west
1800,4/15/2020,north
1788,4/15/2020,south
1764,4/15/2020,east
1650,4/15/2020,west
1704,4/16/2020,north
1659,4/16/2020,south
1644,4/16/2020,east
1500,4/16/2020,west
1734,4/17/2020,north
1617,4/17/2020,south
1584,4/17/2020,east
1569,4/17/2020,west
1623,4/18/2020,north
1500,4/18/2020,south
1578,4/18/2020,east
1590,4/18/2020,west
1761,4/19/2020,north
1728,4/19/2020,south
1716,4/19/2020,east
1704,4/19/2020,west
1665,4/20/2020,north
1515,4/20/2020,south
1725,4/20/2020,east
1695,4/20/2020,west
1755,4/21/2020,north
1521,4/21/2020,south
1629,4/21/2020,east
1686,4/21/2020,west
1614,4/22/2020,north
1614,4/22/2020,south
1569,4/22/2020,east
1527,4/22/2020,west
1764,4/23/2020,north
1524,4/23/2020,south
1611,4/23/2020,east
1785,4/23/2020,west
1716,4/24/2020,north
1692,4/24/2020,south
1506,4/24/2020,east
1533,4/24/2020,west
1638,4/25/2020,north
1638,4/25/2020,south
1755,4/25/2020,east
1545,4/25/2020,west
1512,4/26/2020,north
1593,4/26/2020,south
1674,4/26/2020,east
1719,4/26/2020,west
1530,4/27/2020,north
1593,4/27/2020,south
1641,4/27/2020,east
1575,4/27/2020,west
1788,4/28/2020,north
1749,4/28/2020,south
1581,4/28/2020,east
1524,4/28/2020,west
1680,4/29/2020,north
1674,4/29/2020,south
1773,4/29/2020,east
1674,4/29/2020,west
1779,4/30/2020,north
1569,4/30/2020,south
1590,4/30/2020,east
1689,4/30/2020,west
1755,5/1/2020,north
1752,5/1/2020,south
1641,5/1/2020,east
1605,5/1/2020,west
1587,5/2/2020,north
1521,5/2/2020,south
1605,5/2/2020,east
1557,5/2/2020,west
1680,5/3/2020,north
1566,5/3/2020,south
1719,5/3/2020,east
1563,5/3/2020,west
1569,5/4/2020,north
1608,5/4/2020,south
1578,5/4/2020,east
1641,5/4/2020,west
1587,5/5/2020,north
1674,5/5/2020,south
1500,5/5/2020,east
1686,5/5/2020,west
1521,5/6/2020,north
1683,5/6/2020,south
1767,5/6/2020,east
1776,5/6/2020,west
1557,5/7/2020,north
1623,5/7/2020,south
1557,5/7/2020,east
1746,5/7/2020,west
1680,5/8/2020,north
1587,5/8/2020,south
1695,5/8/2020,east
1629,5/8/2020,west
1674,5/9/2020,north
1620,5/9/2020,south
1560,5/9/2020,east
1590,5/9/2020,west
1623,5/10/2020,north
1689,5/10/2020,south
1656,5/10/2020,east
1695,5/10/2020,west
1674,5/11/2020,north
1554,5/11/2020,south
1680,5/11/2020,east
1575,5/11/2020,west
1500,5/12/2020,north
1791,5/12/2020,south
1614,5/12/2020,east
1695,5/12/2020,west
1767,5/13/2020,north
1725,5/13/2020,south
1701,5/13/2020,east
1629,5/13/2020,west
1656,5/14/2020,north
1713,5/14/2020,south
1737,5/14/2020,east
1671,5/14/2020,west
1533,5/15/2020,north
1644,5/15/2020,south
1560,5/15/2020,east
1740,5/15/2020,west
1767,5/16/2020,north
1791,5/16/2020,south
1509,5/16/2020,east
1614,5/16/2020,west
1566,5/17/2020,north
1758,5/17/2020,south
1668,5/17/2020,east
1707,5/17/2020,west
1638,5/18/2020,north
1596,5/18/2020,south
1767,5/18/2020,east
1683,5/18/2020,west
1641,5/19/2020,north
1713,5/19/2020,south
1515,5/19/2020,east
1602,5/19/2020,west
1575,5/20/2020,north
1791,5/20/2020,south
1545,5/20/2020,east
1686,5/20/2020,west
1587,5/21/2020,north
1791,5/21/2020,south
1653,5/21/2020,east
1671,5/21/2020,west
1542,5/22/2020,north
1686,5/22/2020,south
1569,5/22/2020,east
1518,5/22/2020,west
1620,5/23/2020,north
1536,5/23/2020,south
1713,5/23/2020,east
1788,5/23/2020,west
1773,5/24/2020,north
1785,5/24/2020,south
1509,5/24/2020,east
1713,5/24/2020,west
1536,5/25/2020,north
1704,5/25/2020,south
1563,5/25/2020,east
1539,5/25/2020,west
1545,5/26/2020,north
1530,5/26/2020,south
1758,5/26/2020,east
1656,5/26/2020,west
1563,5/27/2020,north
1758,5/27/2020,south
1656,5/27/2020,east
1707,5/27/2020,west
1581,5/28/2020,north
1569,5/28/2020,south
1533,5/28/2020,east
1566,5/28/2020,west
1722,5/29/2020,north
1602,5/29/2020,south
1698,5/29/2020,east
1566,5/29/2020,west
1599,5/30/2020,north
1788,5/30/2020,south
1743,5/30/2020,east
1647,5/30/2020,west
1566,5/31/2020,north
1608,5/31/2020,south
1791,5/31/2020,east
1764,5/31/2020,west
1752,6/1/2020,north
1608,6/1/2020,south
1554,6/1/2020,east
1710,6/1/2020,west
1677,6/2/2020,north
1794,6/2/2020,south
1800,6/2/2020,east
1767,6/2/2020,west
1782,6/3/2020,north
1584,6/3/2020,south
1545,6/3/2020,east
1617,6/3/2020,west
1644,6/4/2020,north
1527,6/4/2020,south
1707,6/4/2020,east
1773,6/4/2020,west
1587,6/5/2020,north
1632,6/5/2020,south
1569,6/5/2020,east
1566,6/5/2020,west
1683,6/6/2020,north
1689,6/6/2020,south
1704,6/6/2020,east
1749,6/6/2020,west
1620,6/7/2020,north
1650,6/7/2020,south
1743,6/7/2020,east
1674,6/7/2020,west
1527,6/8/2020,north
1638,6/8/2020,south
1584,6/8/2020,east
1695,6/8/2020,west
1503,6/9/2020,north
1569,6/9/2020,south
1572,6/9/2020,east
1593,6/9/2020,west
1761,6/10/2020,north
1512,6/10/2020,south
1617,6/10/2020,east
1593,6/10/2020,west
1590,6/11/2020,north
1611,6/11/2020,south
1719,6/11/2020,east
1719,6/11/2020,west
1512,6/12/2020,north
1776,6/12/2020,south
1575,6/12/2020,east
1746,6/12/2020,west
1581,6/13/2020,north
1689,6/13/2020,south
1776,6/13/2020,east
1560,6/13/2020,west
1734,6/14/2020,north
1788,6/14/2020,south
1743,6/14/2020,east
1719,6/14/2020,west
1542,6/15/2020,north
1758,6/15/2020,south
1674,6/15/2020,east
1584,6/15/2020,west
1668,6/16/2020,north
1620,6/16/2020,south
1695,6/16/2020,east
1638,6/16/2020,west
1554,6/17/2020,north
1659,6/17/2020,south
1734,6/17/2020,east
1527,6/17/2020,west
1611,6/18/2020,north
1734,6/18/2020,south
1743,6/18/2020,east
1557,6/18/2020,west
1800,6/19/2020,north
1536,6/19/2020,south
1578,6/19/2020,east
1515,6/19/2020,west
1647,6/20/2020,north
1641,6/20/2020,south
1614,6/20/2020,east
1518,6/20/2020,west
1755,6/21/2020,north
1620,6/21/2020,south
1725,6/21/2020,east
1668,6/21/2020,west
1761,6/22/2020,north
1542,6/22/2020,south
1539,6/22/2020,east
1524,6/22/2020,west
1767,6/23/2020,north
1581,6/23/2020,south
1770,6/23/2020,east
1758,6/23/2020,west
1617,6/24/2020,north
1518,6/24/2020,south
1791,6/24/2020,east
1695,6/24/2020,west
1503,6/25/2020,north
1794,6/25/2020,south
1638,6/25/2020,east
1536,6/25/2020,west
1707,6/26/2020,north
1578,6/26/2020,south
1719,6/26/2020,east
1728,6/26/2020,west
1644,6/27/2020,north
1527,6/27/2020,south
1578,6/27/2020,east
1623,6/27/2020,west
1608,6/28/2020,north
1779,6/28/2020,south
1689,6/28/2020,east
